0.0	3114
0.0002	1138
0.0004	1717
0.0006	1939
0.0008	1080
0.001	2418
0.0012	806
0.0014	3153
0.0016	790
0.0018	3141
0.002	789
0.0022	3139
0.0024	790
0.0026	3153
0.0028	800
0.003	2730
0.0032	1582
0.0034	2007
0.0036	1850
0.0038	1996
0.004	1520
0.0042	2290
0.0044	1350
0.0046	2439
0.0048	1332
0.005	2267
0.0052	1534
0.0054	2165
0.0056	1509
0.0058	2247
0.006	1366
0.0062	2350
0.0064	1438
0.0066	2179
0.0068	1635
0.007	1946
0.0072	1890
0.0074	1699
0.0076	2081
0.0078	1640
0.008	1958
0.0082	1899
0.0084	1618
0.0086	2284
0.0088	1272
0.009	2537
0.0092	1170
0.0094	2457
0.0096	1433
0.0098	2009
0.01	1974
0.0102	1469
0.0104	2425
0.0106	1218
0.0108	2452
0.011	1362
0.0112	2158
0.0114	1815
0.0116	1708
0.0118	2099
0.012	1608
0.0122	2016
0.0124	1877
0.0126	1603
0.0128	2321
0.013	1169
0.0132	2707
0.0134	1005
0.0136	2542
0.0138	1401
0.014	2019
0.0142	2033
0.0144	1389
0.0146	2472
0.0148	1157
0.015	2515
0.0152	1388
0.0154	2086
0.0156	1789
0.0158	1795
0.016	1999
0.0162	1787
0.0164	1710
0.0166	2226
0.0168	1227
0.017	2760
0.0172	869
0.0174	3018
0.0176	892
0.0178	2695
0.018	1354
0.0182	2024
0.0184	1971
0.0186	1509
0.0188	2409
0.019	1253
0.0192	2296
0.0194	1592
0.0196	1925
0.0198	2011
0.02	1556
0.0202	2146
0.0204	1649
0.0206	1918
0.0208	2069
0.021	1293
0.0212	2631
0.0214	965
0.0216	2813
0.0218	983
0.022	2475
0.0222	1493
0.0224	1985
0.0226	2010
0.0228	1527
0.023	2151
0.0232	1654
0.0234	1895
0.0236	2046
0.0238	1422
0.024	2401
0.0242	1290
0.0244	2384
0.0246	1516
0.0248	1870
0.025	2138
0.0252	1317
0.0254	2606
0.0256	1020
0.0258	2563
0.026	1317
0.0262	2210
0.0264	1782
0.0266	1655
0.0268	2186
0.027	1517
0.0272	2133
0.0274	1734
0.0276	1715
0.0278	2217
0.028	1292
0.0282	2614
0.0284	996
0.0286	2599
0.0288	1326
0.029	2154
0.0292	1859
0.0294	1540
0.0296	2335
0.0298	1313
0.03	2392
0.0302	1433
0.0304	2050
0.0306	1845
0.0308	1761
0.031	2031
0.0312	1673
0.0314	1899
0.0316	2032
0.0318	1456
0.032	2474
0.0322	1019
0.0324	2740
0.0326	1060
0.0328	2485
0.033	1441
0.0332	1960
0.0334	2039
0.0336	1479
0.0338	2354
0.034	1336
0.0342	2214
0.0344	1721
0.0346	1769
0.0348	2102
0.035	1475
0.0352	2256
0.0354	1569
0.0356	1947
0.0358	2033
0.036	1355
0.0362	2682
0.0364	932
0.0366	2933
0.0368	872
0.037	2713
0.0372	1306
0.0374	2116
0.0376	1874
0.0378	1669
0.038	2081
0.0382	1722
0.0384	1807
0.0386	2090
0.0388	1446
0.039	2367
0.0392	1310
0.0394	2310
0.0396	1597
0.0398	1840
0.04	2176
0.0402	1270
0.0404	2710
0.0406	924
0.0408	2778
0.041	1069
0.0412	2425
0.0414	1572
0.0416	1880
0.0418	1993
0.042	1654
0.0422	2003
0.0424	1868
0.0426	1632
0.0428	2285
0.043	1214
0.0432	2646
0.0434	1037
0.0436	2531
0.0438	1406
0.044	2015
0.0442	2016
0.0444	1418
0.0446	2453
0.0448	1180
0.045	2514
0.0452	1350
0.0454	2096
0.0456	1849
0.0458	1686
0.046	2100
0.0462	1626
0.0464	1950
0.0466	1947
0.0468	1561
0.047	2372
0.0472	1164
0.0474	2567
0.0476	1244
0.0478	2303
0.048	1608
0.0482	1845
0.0484	2074
0.0486	1509
0.0488	2279
0.049	1429
0.0492	2146
0.0494	1761
0.0496	1769
0.0498	2079
0.05	1516
0.0502	2182
0.0504	1663
0.0506	1849
0.0508	2106
0.051	1312
0.0512	2644
0.0514	976
0.0516	2703
0.0518	1091
0.052	2420
0.0522	1558
0.0524	1885
0.0526	2034
0.0528	1526
0.053	2207
0.0532	1636
0.0534	1868
0.0536	2038
0.0538	1472
0.054	2406
0.0542	1232
0.0544	2395
0.0546	1481
0.0548	1976
0.055	2034
0.0552	1427
0.0554	2447
0.0556	1152
0.0558	2601
0.056	1162
0.0562	2389
0.0564	1512
0.0566	2024
0.0568	1813
0.057	1853
0.0572	1791
0.0574	2059
0.0576	1474
0.0578	2423
0.058	1106
0.0582	2685
0.0584	1078
0.0586	2440
0.0588	1563
0.059	1820
0.0592	2244
0.0594	1243
0.0596	2606
0.0598	1068
0.06	2575
0.0602	1338
0.0604	2114
0.0606	1832
0.0608	1679
0.061	2124
0.0612	1616
0.0614	1962
0.0616	1941
0.0618	1532
0.062	2461
0.0622	1066
0.0624	2686
0.0626	1092
0.0628	2486
0.063	1422
0.0632	2042
0.0634	1857
0.0636	1693
0.0638	2131
0.064	1549
0.0642	2064
0.0644	1790
0.0646	1785
0.0648	2041
0.065	1584
0.0652	2095
0.0654	1736
0.0656	1802
0.0658	2118
0.066	1349
0.0662	2551
0.0664	1100
0.0666	2579
0.0668	1223
0.067	2295
0.0672	1653
0.0674	1825
0.0676	2072
0.0678	1512
0.068	2188
0.0682	1677
0.0684	1809
0.0686	2108
0.0688	1401
0.069	2459
0.0692	1200
0.0694	2406
0.0696	1476
0.0698	1952
0.07	2087
0.0702	1350
0.0704	2553
0.0706	1051
0.0708	2680
0.071	1144
0.0712	2348
0.0714	1604
0.0716	1874
0.0718	2001
0.072	1641
0.0722	2001
0.0724	1840
0.0726	1690
0.0728	2238
0.073	1277
0.0732	2527
0.0734	1201
0.0736	2378
0.0738	1558
0.074	1850
0.0742	2137
0.0744	1353
0.0746	2492
0.0748	1161
0.075	2471
0.0752	1428
0.0754	2081
0.0756	1807
0.0758	1761
0.076	1988
0.0762	1789
0.0764	1762
0.0766	2159
0.0768	1281
0.077	2692
0.0772	865
0.0774	2944
0.0776	883
0.0778	2680
0.078	1381
0.0782	2027
0.0784	2019
0.0786	1436
0.0788	2448
0.079	1245
0.0792	2327
0.0794	1593
0.0796	1872
0.0798	2055
0.08	1519
0.0802	2192
0.0804	1621
0.0806	1892
0.0808	2086
0.081	1305
0.0812	2659
0.0814	918
0.0816	2832
0.0818	965
0.082	2543
0.0822	1435
0.0824	1995
0.0826	1967
0.0828	1558
0.083	2187
0.0832	1628
0.0834	1897
0.0836	2015
0.0838	1487
0.084	2375
0.0842	1289
0.0844	2354
0.0846	1513
0.0848	1921
0.085	2100
0.0852	1334
0.0854	2555
0.0856	1079
0.0858	2589
0.086	1270
0.0862	2205
0.0864	1768
0.0866	1692
0.0868	2195
0.087	1460
0.0872	2187
0.0874	1659
0.0876	1867
0.0878	2097
0.088	1344
0.0882	2564
0.0884	1043
0.0886	2627
0.0888	1258
0.089	2168
0.0892	1874
0.0894	1553
0.0896	2390
0.0898	1201
0.09	2499
0.0902	1333
0.0904	2200
0.0906	1699
0.0908	1844
0.091	1946
0.0912	1777
0.0914	1833
0.0916	2046
0.0918	1436
0.092	2494
0.0922	1041
0.0924	2711
0.0926	1057
0.0928	2479
0.093	1473
0.0932	1969
0.0934	2005
0.0936	1472
0.0938	2382
0.094	1320
0.0942	2258
0.0944	1636
0.0946	1847
0.0948	2060
0.095	1523
0.0952	2206
0.0954	1595
0.0956	1915
0.0958	2075
0.096	1330
0.0962	2636
0.0964	930
0.0966	2872
0.0968	908
0.097	2650
0.0972	1304
0.0974	2146
0.0976	1814
0.0978	1731
0.098	2021
0.0982	1731
0.0984	1848
0.0986	1999
0.0988	1557
0.099	2259
0.0992	1420
0.0994	2231
0.0996	1625
0.0998	1835
0.1	2172
0.1002	1258
0.1004	2641
0.1006	981
0.1008	2695
0.101	1145
0.1012	2355
0.1014	1618
0.1016	1843
0.1018	2040
0.102	1629
0.1022	1985
0.1024	1878
0.1026	1631
0.1028	2309
0.103	1182
0.1032	2655
0.1034	1025
0.1036	2572
0.1038	1361
0.104	2048
0.1042	1978
0.1044	1464
0.1046	2440
0.1048	1173
0.105	2504
0.1052	1355
0.1054	2115
0.1056	1857
0.1058	1633
0.106	2172
0.1062	1549
0.1064	2062
0.1066	1821
0.1068	1643
0.107	2314
0.1072	1214
0.1074	2570
0.1076	1178
0.1078	2386
0.108	1522
0.1082	1966
0.1084	1938
0.1086	1588
0.1088	2225
0.109	1487
0.1092	2117
0.1094	1744
0.1096	1793
0.1098	2053
0.11	1582
0.1102	2127
0.1104	1673
0.1106	1856
0.1108	2120
0.111	1311
0.1112	2608
0.1114	987
0.1116	2716
0.1118	1102
0.112	2425
0.1122	1557
0.1124	1871
0.1126	2089
0.1128	1501
0.113	2192
0.1132	1647
0.1134	1863
0.1136	2062
0.1138	1446
0.114	2395
0.1142	1268
0.1144	2370
0.1146	1506
0.1148	1942
0.115	2060
0.1152	1393
0.1154	2531
0.1156	1040
0.1158	2724
0.116	1040
0.1162	2511
0.1164	1412
0.1166	2095
0.1168	1758
0.117	1895
0.1172	1775
0.1174	2040
0.1176	1514
0.1178	2368
0.118	1194
0.1182	2566
0.1184	1197
0.1186	2323
0.1188	1663
0.119	1735
0.1192	2254
0.1194	1239
0.1196	2592
0.1198	1091
0.12	2526
0.1202	1370
0.1204	2091
0.1206	1857
0.1208	1676
0.121	2103
0.1212	1635
0.1214	1940
0.1216	1979
0.1218	1467
0.122	2490
0.1222	1023
0.1224	2757
0.1226	1011
0.1228	2520
0.123	1435
0.1232	2006
0.1234	1963
0.1236	1536
0.1238	2292
0.124	1401
0.1242	2213
0.1244	1656
0.1246	1867
0.1248	1991
0.125	1618
0.1252	2119
0.1254	1630
0.1256	1945
0.1258	1971
0.126	1509
0.1262	2374
0.1264	1245
0.1266	2451
0.1268	1346
0.127	2207
0.1272	1693
0.1274	1799
0.1276	2092
0.1278	1532
0.128	2138
0.1282	1718
0.1284	1771
0.1286	2166
0.1288	1343
0.129	2487
0.1292	1202
0.1294	2415
0.1296	1486
0.1298	1938
0.13	2093
0.1302	1351
0.1304	2589
0.1306	1010
0.1308	2709
